SEQ,BARGE_ROT,CODE,IE,PORT_FROM,PORT_TO,LEG_DEPART_DT,LEG_ARRIVE_DT,SCOPEINLOCATION,SCOPEOUTLOCATION,VOYELM_TOTALTEU,VOYELM_TOTALWEIGHT,VOYELM_MAXTEU,VOYELM_MAXWEIGHT,VOYTERM_TOTAL20,VOYTERM_TOTAL30,VOYTERM_TOTAL40,VOYTERM_TOTAL45,VOYTERM_RESERVED20,VOYTERM_RESERVED30,VOYTERM_RESERVED40,UNITEXP_CONTAINER_COUNT
38260,VIC,VIC2716,I,ROTTE,VEGHE,2026-02-06 12:00:00+00:00,2026-02-07 06:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,104.0,1200000.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,
38340,VIC,VIC2717,E,VEGHE,ROTTE,2026-02-07 10:00:00+00:00,2026-02-08 16:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,104.0,1200000.0,20.0,0.0,44.0,0.0,0.0,0.0,0.0,6.0
38340,VIC,VIC2718,I,ROTTE,VEGHE,2026-02-09 10:00:00+00:00,2026-02-10 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,104.0,1200000.0,5.0,0.0,33.0,0.0,0.0,0.0,0.0,
38421,VIC,VIC2719,E,VEGHE,ROTTE,2026-02-10 10:00:00+00:00,2026-02-10 22:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,104.0,1200000.0,20.0,0.0,43.0,0.0,0.0,0.0,0.0,2.0
38421,VIC,VIC2720,I,ROTTE,VEGHE,2026-02-11 12:00:00+00:00,2026-02-12 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,72.0,476246.0,108.0,1200000.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,
38520,VIC,VIC2721,E,VEGHE,ROTTE,2026-02-12 10:00:00+00:00,2026-02-12 22:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,55.0,238099.0,108.0,1200000.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,6.0
38520,VIC,VIC2722,I,ROTTE,VEGHE,2026-02-13 12:00:00+00:00,2026-02-14 06:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,
38542,VIC,VIC2723,E,VEGHE,ROTTE,2026-02-14 10:00:00+00:00,2026-02-15 16:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,28.0,0.0,22.0,0.0,0.0,0.0,0.0,
38542,VIC,VIC2724,I,ROTTE,VEGHE,2026-02-16 08:00:00+00:00,2026-02-17 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,
38643,VIC,VIC2725,E,VEGHE,ROTTE,2026-02-17 10:00:00+00:00,2026-02-17 20:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,12.0,0.0,30.0,0.0,0.0,0.0,0.0,
38643,VIC,VIC2726,I,ROTTE,VEGHE,2026-02-18 08:00:00+00:00,2026-02-18 15:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,48.0,356213.0,108.0,1200000.0,4.0,0.0,22.0,0.0,0.0,0.0,0.0,
38761,VIC,VIC2727,E,VEGHE,ROTTE,2026-02-19 10:00:00+00:00,2026-02-19 22:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.0
38761,VIC,VIC2728,I,ROTTE,VEGHE,2026-02-20 12:00:00+00:00,2026-02-21 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,
38801,VIC,VIC2729,E,VEGHE,ROTTE,2026-02-21 10:00:00+00:00,2026-02-22 16:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,34.0,0.0,35.0,0.0,0.0,0.0,0.0,25.0
38801,VIC,VIC2730,I,ROTTE,VEGHE,2026-02-23 08:00:00+00:00,2026-02-24 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,4.0,0.0,33.0,0.0,0.0,0.0,0.0,
38941,VIC,VIC2731,E,VEGHE,ROTTE,2026-02-24 10:00:00+00:00,2026-02-24 20:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,12.0,0.0,48.0,0.0,0.0,0.0,0.0,2.0
38941,VIC,VIC2732,I,ROTTE,VEGHE,2026-02-25 08:00:00+00:00,2026-02-26 05:00:00+00:00,HEINENOORDTUNNEL,HEINENOORDTUNNEL,0.0,0.0,108.0,1200000.0,2.0,0.0,22.0,0.0,0.0,0.0,24.0,
